Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
22,B001GVISJM,AZOF9E17RGZH8,Tammy Anderson,0,0,5,1308960000,twizzlers,bought husband currently overseas love apparently staff like alsobr generous amount twizzlers 16ounce bag well worth price hrefhttpwwwamazoncomgpproductb001gvisjmtwizzlers strawberry 16ounce bag pack 6a
23,B001GVISJM,ARYVQL4N737A1,Charles Brown,0,0,5,1304899200,delicious product,remember buying candy kid quality hasnt dropped year still superb product wont disappointed
24,B001GVISJM,AJ613OLZZUG7V,Mare's,0,0,5,1304467200,twizzlers,love candy weight watcher cut back still craving
25,B001GVISJM,A22P2J09NJ9HKE,"S. Cabanaugh ""jilly pepper""",0,0,5,1295481600,please sell mexico,lived u 7 yr miss twizzlers go back visit someone visit always stock say yumbr sell mexico faithful buyer often im able buy right
26,B001GVISJM,A3FONPR03H3PJS,"Deborah S. Linzer ""Cat Lady""",0,0,5,1288310400,twizzlers strawberry,product received advertisedbr br hrefhttpwwwamazoncomgpproductb001gvisjmtwizzlers strawberry 16ounce bag pack 6a
27,B001GVISJM,A3RXAU2N8KV45G,lady21,0,1,1,1332633600,nasty flavor,candy red flavor plan chewy would never buy
28,B001GVISJM,AAAS38B98HMIK,Heather Dube,0,1,4,1331856000,great bargain price,glad amazon carried battery hard time finding elsewhere unique size need garage door openerbr great deal price
29,B00144C10S,A2F4LZVGFLD1OB,DaisyH,0,0,5,1338854400,yummy,got mum diabetic need watch sugar intake father simply chooses limit unnecessary sugar intake shes one sweet tooth loved toffee would never guess theyre sugarfree great eat pretty much guilt free impressed ive ordered w dark chocolate take office ill eat instead snacking sugary sweetsbr excellent
30,B0001PB9FY,A3HDKO7OW0QNK4,Canadian Fan,1,1,5,1107820800,best hot sauce world,dont know cactus tequila unique combination ingredient flavour hot sauce make one kind picked bottle trip brought back home u totally blown away realized simply couldnt find anywhere city bummedbr br magic internet case sauce ecstatic itbr br love hot saucei mean really love hot sauce dont want sauce tastelessly burn throat grab bottle tequila picante gourmet de inclan realize taste never want use saucebr br thank personal incredible service
31,B003F6UO7K,AFM0O9480F04W,Sherril,0,0,5,1297641600,great machine,never huge coffee fan however mother purchased little machine talked trying latte macciato coffee shop better one like product usually noncoffee drinkerbr little dolche guesto machine super easy use prepares really good coffeelattecappuccinoetc le minute water heated would recommend dolce gusto anyone good price iam getting one
32,B003F6UO7K,A31OQO709M20Y7,"Molly V. Smith ""staral""",0,1,5,1288310400,taste,offer great price great taste thanks amazon selling productbr br staral
33,B001EO5QW8,AOVROBZ8BNTP7,S. Potter,19,19,4,1163376000,best instant oatmeal,mccanns instant oatmeal great must oatmeal scrape together two three minute prepare escaping fact however even best instant oatmeal nowhere near good even store brand oatmeal requiring stovetop preparation still mccanns good get instant oatmeal even better organic allnatural brand tried variety mccanns variety pack taste good prepared microwave adding boiling water convenient extreme time issuebr br mccanns use actual cane sugar instead high fructose corn syrup helped decide buy product real sugar taste better harmful stuff one thing like though mccanns use thickener oat plus water plus heat make creamy tasty oatmeal without need guar gum convenience product maybe guar gum sitting bowl instant mccanns becomes thick gluey
34,B001EO5QW8,A3PMM0NFVEJGK9,"Megan ""Bad at Nicknames""",13,13,4,1166313600,good instant,good instant oatmeal best oatmeal brand us cane sugar instead high fructouse corn syrup better sweetness doctor say form sugar better great cold morning dont time make mccanns steel cut oat apple cinnamon best maple brown sugar regular good plus dont require doctoring actually tell three flavor apart
35,B001EO5QW8,A2EB6OGOWCRU5H,CorbyJames,9,9,5,1175212800,great irish oatmeal hurry,instant oatmeal become soggy minute water hit bowl mccanns instant oatmeal hold texture excellent flavor good time mccanns regular oat meal excellent may take bit longer prepare time morning best instant brand ive ever eaten close second noninstant varietybr br mccanns instant irish oatmeal variety pack regular apple cinnamon maple brown sugar 10count box pack 6
36,B001EO5QW8,A2CI0RLADCRKPF,T. J. Ryan,3,3,4,1210464000,satisfying,mccanns instant irish oatmeal variety pack regular apple cinnamon maple brown sugar 10count box pack 6br br im fan mccanns steelcut oat thought id give instant variety try found hardy meal sweet great folk like postbariatric surgery need food palatable easily digestible fiber wont make bloat
37,B001EO5QW8,A1MYS9LFFBIYKM,"Abby Chase ""gluten free""",2,2,5,1190851200,love gluten free oatmeal,u celiac disease product lifesaver could better getting almost half price grocery health food store love mccanns instant oatmeal flavorsbr br thanksbr abby
38,B001EO5QW8,A3MGP2E1ZZ6GRB,"Zardoz ""focuspuller""",1,1,5,1238457600,oatmeal,else need know oatmeal instant make half cup lowfat milk add raisinsnuke 90 second expensive kroger store brand oatmeal maybe little tastier better texture something still oatmeal mmm convenient
39,B001EO5QW8,A2GHZ2UTV2B0CD,JERRY REITH,0,0,4,1350777600,good way start day,visiting friend nate morning coffee came storage room packet mccanns instant irish oatmeal suggested try use stash sometimes nate dose give chance say ended trying apple cinn found tastefull made water powdered milk go good oj coffee slice toast ready take worldor day least jerry reith
40,B001EO5QW8,AO80AC8313NIZ,kYpondman,0,0,5,1317168000,wife favorite breakfast,ordered wife reccomended daughter almost every morning like flavor shes happy im happybr hrefhttpwwwamazoncomgpproductb001eo5qw8mccanns instant irish oatmeal variety pack regular apple cinnamon maple brown sugar 10count box pack 6a
41,B001EO5QW8,AQCY5KRO7489S,Garrett,0,0,5,1303430400,wouldnt buy oatmeal mcanns taste great,variety pack taste greatbr br every morning 030 cent per meal dont understand everyone earth isnt buying stuff upbr br maple brown sugar terrific followed apple cinnamon followed regular dont get tired ole thing taste greatbr br boil water small pot empty packet 2 bowl pour boiling water watch expand 2x sizebr br taste really good take minute preparebr br sure everyone earth isnt convenient healthy quick excellent quality extremely cheap
42,B001EO5QW8,A1WK4ALVZDYPUE,"Dick Baldwin ""christobe""",0,0,5,1302134400,oatmeal oatmeal lover,mccanns make oatmeal every oatmeal connoisseur whether one like raw pellet state cook half hour sloth addled instant done microwave three minute good thats sure beauty instant variety available different flavor well regularbr variety pack allows different taste explored well giving chance experience difference mccanns wellknown oatmeal personally like mccanns cook thicker body top brand america apple cinnamon though tends little liquidy may want experiment amount water add 1300watt microwave oatmeal cook one minute twentyseven second also watch get handle much time water usebr bad thing consider bad thing offering buy lot youll end six tencount box good whole family oatmealeaters youre single person alone well love oatmeal
43,B001EO5QW8,A16XFOYQSJREL7,Roger Pugliese,0,0,5,1287014400,foodgreat,mccanns oatmeal every morning ordering amazon able save almost 300 per boxbr great product taste great healthy
44,B001EO5QW8,A17DW6SUOC70DJ,Mother of 9,0,0,5,1255392000,good hot breakfast,mccanns oatmeal good quality choice favorite apple cinnamon find none overly sugary good hot breakfast 2 minute excellent
45,B001EO5QW8,A2G7B7FKP2O2PU,D. Leschke,0,0,5,1209686400,great taste convenience,really like mccanns steel cut oat find dont cook oftenbr taste much better grocery store brand convenientbr anything keep eating oatmeal regularly good thing
46,B001EO5QW8,A39Z97950MCTQE,K. A. Freel,0,0,3,1205193600,hearty oatmeal,seems little wholesome supermarket brand somewhat mushy doesnt quite much flavor either didnt pas muster kid probably wont buy
47,B001EO5QW8,AQLL2R1PPR46X,grumpyrainbow,0,0,5,1192752000,good,good oatmeal like apple cinnamon best though wouldnt follow direction package since always come soupy taste could since like oatmeal really thick add milk top
48,B001EO5QW8,A26AY1TFK8BQXQ,"kbogo ""shoelover""",1,2,3,1200096000,mushy,flavor good however see differce oaker oat brand mushy
49,B001EO5QW8,ALOR97KTZTK1P,knitty pants,1,2,4,1191715200,good next time wont order variety pack,really like maple brown sugar flavor regular fine brown sugar added apple cinnamon flavor ok quick easy satisfying breakfast ill order brand variety ill get maple brown sugar
50,B001EO5QW8,A276999Y6VRSCQ,JMay,0,1,3,1334016000,stuff,stuff buy big box store nothing healthy carbs sugar save money get something least taste
51,B001EO5QW8,A108P30XVUFKXY,Roberto A,0,7,1,1203379200,dont like,oatmeal good mushy soft dont like quaker oat way go
52,B000G6RPMY,A3S5KJDA6ED2PS,Mike Kaser,4,4,5,1243900800,hot good came back,got free package bottle bloody mary mix bought seller advertising workedlol tried shared 2 buddy loved im buy noticed review yet well hot burn mouth forever hot nice temp perfect u
53,B000G6RPMY,A9L6L5H9BPEBO,Edwin C. Pauzer,1,1,4,1348876800,youll go nut asskickin peanut,wasnt stock last time looked go vermont country store weston find along jaw harp cranberry horseradish sauce fartless black bean salsa apple cider jelly newton cradle art motion staple vermont maple syrupbr br back as kickin peanut hot activate perspiration gland behind ear arm requires beverage advertised glass cold milk box kleenex since make nose run look like ordinary peanut already giving idea work suspect people hitting goody absence especially colleague greg im going take work earliest opportunity empty content ordinary planter peanut see whose cry whose nose running returnbr br shaken ensure spice evenly distributed important wash hand consumption touch eyesbr br youll go nut asskickin peanutsbr br p im sharing peanut deliberately ill probably give greg jaw harp christmas hell insulted
54,B000G6RPMY,AQ9DWWYP2KJCQ,"Roel Trevino ""protomex""",0,0,3,1278028800,as kickin,used spicy food south texas spicy doubt much habanero used could take notch two
55,B002GWHC0G,A1ND7WC5LXOU48,"David Belton ""Proteus 1""",2,2,4,1322438400,roast smooth brew,roast home stovetop popcorn popper outside course bean coffee bean direct green mexican altura seem wellsuited method first second crack distinct ive roasted bean medium slightly dark great result every time aroma strong persistent taste smooth velvety yet lively
56,B002GWHC0G,A2EFAW1P3DRXWO,TJ Fairfax,0,0,5,1349395200,guest love,roast large cast iron pan grill 13 bag time smell wonderful roasted bean taste delicious importantly coffee smooth bitter aftertaste numerous occasion weve send roasted bean home friend like much
57,B004N5KULM,A202WR509428VF,amateur amazon shopper,2,2,5,1322438400,awesome deal,deal awesome arrived halloween indicated enough satisfy trick treater love quality product much le expensive local store candy
58,B004N5KULM,ASCNNAJU6SXF8,S. Beck,1,1,5,1336176000,go wrong,chocolate say great variety everything family love family six go fast perfect variety kit kat reeses take five
59,B004N5KULM,A2A7KXM9B4XW90,"P. Kelso ""Amazon all the way!""",0,0,5,1320364800,awsome kid neighborhood loved u,great product nice combination chocolate perfect size bag plenty shipped promptly kid neighborhood liked candy
60,B004N5KULM,A2QOGOXPOVKAJG,mimimc,0,0,5,1320105600,great deal,halloween sent bag daughter class share chocolate fresh enjoyed many
61,B004N5KULM,A1ZR8O62VSU4OK,"Lisa J. Szlosek ""lisa""",2,4,3,1318723200,better price target,watch price assortment good get gold box purchase price wasbr 34 le target
62,B004N5KULM,A7ZK2A3VIW7X9,Peggy,0,2,5,1319414400,pretty expensive,bag candy online pretty expensive cheaper order compete grocery store good combination favorite candy
63,B001EO5TPM,A1E09XGZUR78C6,gary sturrock,2,2,1,1215302400,stale product,arrived 6 day stale could eat 6 bag
64,B005DUM9UQ,A3HR0ZZOFKQ97N,RLC,3,3,5,1333497600,hammer nutrition fizz rock,used endurolyte product several year pill powder form long desert ride dirt bike always found camelbak water heavily laced endurolyte powder overly tasty quite effective never got cramp several hundred mile ride desert racing buggy camelbaks always laced powder fizzwhat great product firstly hammer endurolyte product great endurance athlete world use product second convenient handly tablet dissovle fizz third taste great imagine getting nice cool drink body starving hydration electrolyte rather getting salty taste get refreshing lemonlime mango camelbaks always get fizz also drop tablet bottled water whenever exercise nice flavored water chock full electrolyte recommend product hammer product highly enough
65,B005DUM9UQ,A2XIHNXODNZGV4,"ChemProf ""chem professor""",1,1,5,1333584000,great source electrolyte,product serf well source electrolyte long run bike ridebr tried flavor really like grapefruit flavor aftertaste actually like slight carbonationbr use hammer product really like whole product line
66,B005DUM9UQ,A3TWF9DQ6MU87E,dhy4b,1,1,5,1331510400,great preventing cramp,stuff really work preventing cramping middle latter stage ride pop 1 water bottle youre set flavor fine go easy
67,B005DUM9UQ,AEFIZIJ1FK1BK,Doug,0,0,5,1345161600,low carb alternative gatorade,u low carb diet little tablet thingbr br two year ago started cycling many year heart arrhythmia longer ride high heat drinking plain water little research thought electrolyte might issue gatorade wasnt option loaded carbohydrate looked around lowcarb alternative zero carb sport drink didnt help one day ran across bike shop tried tube themvoilaproblem solvedbr br ive shared two friend particular whose problem leg cramp resolved using thesebr br guy got right superbly formulated simply work
68,B005DUM9UQ,A8OFFIAL6XTOH,Bill Shirer,0,1,2,1338422400,taste good,purchased mango flavor doesnt take like mango hint sweetness unfortunately hint aftertaste almost like licorice ive consuming various sport nutrition product decade im familiar come like taste product ive tried mango flavor one least appealing ive tasted terrible bad enough notice bad taste every sip take
69,B000E7VI7S,A1KL2LAW08X6UQ,calmnsense,0,0,3,1169251200,much would pay bag chocolate pretzel,youre impulsive like 6 ok dont get wrong quality baby good complaint retrospect price little ridiculous esp add shipping
70,B000E7VI7S,AWCBF2ZWIN57F,C. Salcido,0,2,5,1185753600,pretzel,sooooo deliscious bad ate em fast gained 2 pd fault
71,B001GVISJC,A27TKQHFW0FB5N,Chet,2,2,5,1254355200,great gummi,albanese gummi bear ring good tasty high quality bear even little face local candy store type gummi stuff bear ring snake ball worm whatever 10lb twin pack 45 5 pound bag screaming deal far im concerned im probably 50 pound deep friggin thing consumed
72,B001GVISJC,A3BDOAPSF96WGQ,2tall,1,1,5,1289260800,bigger brand,grape gummy bear hard find area fact pretty much anyone talk grape gummy bear think im lying bought 10lbs bear little bit bigger brand kind sour kick nothing strong love grape flavored candysoda pretty good another company make grape gummy bear little bit better opinion well worth price like use gummy bear home made popsicle flavored sport drink salt sport drink make softer popsicle gummy bear awesome frozen delicious
73,B006SQBRMA,ATYMT48R62ENE,Marie,0,0,5,1327017600,best ever latice tart,ordered two two raspberry latice tart directly fantasicakes website dinner party hosting arrived fresh intact good size froze half later use pastry lover best ive ever tasted pastry soft jam really good taste great gone time guest really impressed
74,B0059WXJKM,A25VFHVGI4CFTP,Diana Robinson,0,1,1,1335744000,warning warning alcohol sugar,buyer beware please sweetener everybody maltitol alcohol sugar undigestible body know short time consuming one unsuspecting many digest extreme intestinal bloating cramping massive amount gas person experience nausea diarrhea headache also experienced learned lesson hard way year ago fell love sugarfree chocolate suzanne sommers used sell thought id found sugarfree chocolate nirvana first taste bliss short lived terrible side effect maltitol kicked discomfort unlike anything ever felt blew like balloon painful abdominal cramping symptom passed unpleasant though hard believe low calorie sweetener could culprit symptom gone stopped eating chocolate hunch something maltitol unfortunately confirmed year later purchased delicious sugarfree popcorn local market taste amazing looking label wondering could possibly make yummy new sugarfree treat taste good heart sank followed little asterisk next sugarfree sweetener bottom label read maltitol tiny little letter thank goodness id eaten little still ended sideeffects much shorter duration people use maltitol heart content others like bad reaction case youre like maltitol
75,B001EPPI84,A3Q0IDQ03S0158,Jen,0,0,2,1287705600,nothing special,okay would go way buy
76,B001EPPI84,A27TZ4WBU7N0YF,I. So,0,0,1,1275004800,tea flavor,tea flavor whole brunch artifial flavor returnable wasted 20 buck
77,B004X2KR36,A2W3ABLWMJ84NS,Jessica Snyder,0,0,5,1348444800,good,looked like perfect snack trail mix unfortunately arrived solid mass melted chocolate left pantry day opened room temperature still gooey fridge ive breaking hunk ever since taste good chocolate grainy melting solidifying wont order online see store would pick
78,B004X2KR36,A26M5O53PHZTKN,"Debs ""peanut""",0,0,5,1348185600,taste great,taste really good purchasing different brand similar taste texture agree reviewer regarding ordering summer insulating packaging ice pack melt warm weather like chocolate food item order cold weather buy enough last
79,B004X2KR36,A2AB7M9UCNBVN7,sharonh4,0,0,3,1346976000,order cold weather,taste great berry melted may order winter order cold weather enjoy flavor
80,B005R8JE8O,A3H1EQD2PBC085,jmc,0,0,5,1344902400,best,know make tea good granted south know never enjoyed tea sweet without sweet taste crisp
81,B0066DMI6Y,AB30HQTI5VOLR,Melinda Bishop,1,1,5,1325116800,delicious,peppermint stick delicious fun eat dad got one christmas remembered similar one little girl im 30 love
82,B0066DMI6Y,AZLONLC8OZPEC,John W. Hollis,1,1,4,1324598400,great,great gift age purchased giant cane recipient loved much kept would eat
83,B003ZFRKGO,A2VOZX7YBT0D6D,"Johnnycakes ""Johnnycakes""",15,15,5,1325635200,forget molecular gastronomy stuff rockes coffee creamer,know product title say molecular gastronomy dont let scare looking food science something earth use make coffee creamerbr br coffee blonde sweet flavored creamer full bad kind fat honestly hate use manufactured food item really dont think good body hand hate using cold milk cream like hot coffeebr br stumbled across amazon one day got idea making creamer also bought lowfat noninstant milk powder regular milk powder noninstant lowfat milk little sweeter taste fresher regular instant lowfat milk dissolve good cold water problem hot coffee play ratio would heavy cream made coffee rich also think powder expensive use like mixing 13 togetherbr br flavoring bough cocoa bean powder vanilla bean powder caster superfine sugar mix small batch along spice like cinnamon nutmeg make flavored creamer wanted could use fake sweetner powder instead make small amount store jelly canning jar also use little food chopperfood processor blend everything sugar heavier sink bottom let settle bit opening top thoughbr br stuff taste way better storebought creamer fun experiment come flavor going try using essential oil next see get good chocolateorange mixbr br ingredient mentioned online take time experiment maybe dont use lowfat milk dont add flavoring also would make great housewarminghostess giftsbr br sure molecular people able tell sure experiment cooking main reason bought make creamer worked great
84,B0019CW0HE,A1FD9E5C06UB6B,BRENDA DEMERS,5,5,3,1301011200,natural balance lamb rice,dog like flavor tried dog food reason itching increased tried lamb rice itchy dog giving limited ingredient dog food try help duck sweet potato cut itching significantly tried lamb rice started itching like natural balance quality ingredient
85,B0019CW0HE,AK2CXHH9VRZ2A,I. GLENN,4,4,3,1313193600,increased dog itching,awesome dog food however given boston severe reaction food ingredient itching increased violent jumping bed night scratching soon changed different formula scratching stopped glad natural balance choice guess try find whats best pet
86,B0019CW0HE,A25BGFRHYHEZKK,Toby's mom,4,4,5,1292889600,great food,three dog love food bought specifically one dog food allergy work great hot spot tummy problemsbr love ship right door free shipping
87,B0019CW0HE,A37N9XZBB8JYOF,Ash52,1,1,5,1333670400,great dog allergy,dog ton allergy environmental food prescription dog food tested see allergy got test back learned allergic something prescription brand finally found dog food done well still environmental trigger happy finally eat something know wont cause pain
88,B0019CW0HE,A1T4L0Q47OZ9N,Wendy,1,1,5,1320883200,great stomach problem,shepherdcollie mix ibs vet recommended limited ingredient food really helped symptom like always buy amazonits 10 cheaper free shipping
89,B0019CW0HE,A3IMXZE9FCUNOC,Dana,1,1,5,1311638400,better life dog,natural balance dry dog food lamb meal brown rice recipe wonder jack russell awful food allergy food last hope last food could find didnt something allergic problem eating dry normally mix natural balance dry lamb brown rice natural balance wet lamb brown rice seems like better started feeding dog bichon love dog allergy stomach issue want dog eat better food see difference pet
90,B0019CW0HE,A1EC57S6C2VLTL,"Lorraine ""Agelechio""",0,0,5,1347408000,great food,great food love idea one food age breed îts real convenience well really good product 3 dog eat le almost gas poop regular perfect consistency else mom ask
91,B0019CW0HE,A1OGD72Y2Y26CF,Lisas201,0,0,5,1335398400,great food dog sensitive stomach,standard poodle pomeranian wonderful food switched different food due price couple time end going right back natural balance
92,B0019CW0HE,A7JWCYVPF7KCO,gare,0,0,5,1334966400,great dog food,great dog food dog severs allergy brand one feed
93,B0019CW0HE,ABG53EBZBKD23,"J. Romagnoli ""*jroma""",0,0,5,1333929600,mmmmm mmmmm good,food great age dog 3 year old puppy soft hardly ever get sick food good especially amazon prime shipping
94,B0019CW0HE,A3AF72GP4GVRY1,John D. Meara,0,0,5,1330041600,great dog food,golden retriever one picky dog ive ever met experimenting various type food found love natural balance really like natural balance fact multiple flavor dry wet variety mix dry food little wet food golden love furthermore like mixing flavor time think meal day day might get little boring figured tend stay away fish type though smellsbr br additionally started purchasing amazon petco didnt wet food box couple can came home surprise realized could save 20 time bought dog food buy amazonbr br definitely recommend give stamp approval natural balance dog food never eaten dog seems love
95,B0019CW0HE,A1DJAAKLPCJRZD,wendy,0,0,5,1329609600,convenient,food get pet store delivered door price slightly le
96,B0019CW0HE,A1BFNM27629VAV,E. Triebe,0,0,5,1320105600,good healthy dog food,ive pleased natural balance dog food dog issue dog food past someone recommend natural balance grain free since possible allergic grain since switching havent issue also helpful different kibble size largersmaller sized dog
97,B0019CW0HE,A18AAABCIJKC5Q,Rhiever,0,0,5,1303776000,great dog food,112 year old basenjijack russell mix love dog food he noticeably healthier energetic since switched standard dog food earlier year despite higher cost natural dog food find eats significantly le natural balance dog food still stay happy full normal dog food hed eat 3 cup dog food day recommended serving size whereas eats 1 cup 112 cup natural balance dog food day take account youre actually getting bang buck natural dog food since dont buy much last long normal dog food healthier happier dog boot add fact get free 2day shipping amazon prime im sold
98,B0019CW0HE,A3UII2114114PI,"FuNky Faja ""SiLkk""",0,0,5,1297296000,great allergy sensitive dog food dog love,pup experienced allergy form hotspot itching dog food cheap buy anywhere food crazy preservative cause health problem pet food work wonder reducing allergy dog love foodbr message ramsey frankenstein approved
99,B0019CW0HE,ABZ9F0D94YK45,Amazon-tron 3000,0,0,5,1295308800,perfect english bulldog allergy,english bulldog skin allergy summer got age 3 vet recommended wean food previous owner gave iams lamb rice onto new kind second one tried working ever since dog need limited diet sensitive additive protein commonly found commercial dog food like chicken beef
100,B0019CW0HE,A2P6ACFZ8FTNVV,Melissa Benjamin,0,1,1,1331164800,bad,fed golden retriever hated wouldnt eat gave terrible diarrhea buying also super expensive
101,B004K2IHUO,A1SYSKR79LA2CB,"Mycroft ""Virture is its own punishment""",4,5,5,1233014400,taste wise 6 star item,mouth say love thee let count waysbr like apple product must item draw back shipping cost heavy
102,B004K2IHUO,A3D1TXE98KRKYO,"Danny ""The Student""",2,3,4,1256515200,great support,arrived slightly thawed parent wouldnt accept however company helpful issued full refund
103,B004K2IHUO,AVCA516CFZ9HF,S. Fowler,0,0,4,1335139200,tart,crust tart perfect husband love im crazy sourtart taste ill eat crust hubby take filling kid think theyre great maybe
104,B004K2IHUO,A1P21J0DMTVGS7,Lovethemovies,0,0,5,1332028800,omaha apple tartlet,absolutely scrumptuous husband love however another customer put expensive ship cost shipping tartlet
105,B004K2IHUO,AL3E5V6MXO9B0,pionex1796,0,0,5,1326412800,loved tartlet,nice alternative apple pie love fact slicing dicing easy prepare also loved fact make fresh whenever needed
106,B004K2IHUO,A2O9G2521O626G,Rachel Westendorf,0,0,5,1308700800,best,like creme brulee loved easy sprinkle sugar came broil look amazing taste great guess thought really went way really took 5 minute ordering
107,B004K2IHUO,A1ZKFQLHFZAEH9,"S. J. Monson ""world citizen""",2,8,3,1236384000,disappointing,expecting term company reputation excellent home delivery product
108,B001REEG6C,A30835UIR6F8KB,Adam E. Smith,2,2,5,1295308800,wasting vinegar cucumber shame,first bought pickled asparagus amish market love first bite hence saw discount rack local safeway cleaned even better one amish market fantastic jar bonus clove garlic bottom im going order six pack im household one wont go waste
109,B001REEG6C,A10EHUTGNC4BGP,M. Foell,1,1,5,1243728000,asparagus bliss,love asparagus recently never pickled asparagus oh goodness friend introduced exact brand couldnt believe great stuff tasted loved much bought six pack ive got 2 jar left gon na need
110,B001REEG6C,AY12DBB0U420B,Gary Peterson,0,0,5,1316390400,idea good diet food,im presently diet fresh easy neighborhood grocery looking possible diet food wanted thing tasty nonfat low calorie came home dozen item thats discovered tillen farm pickled crispy asparagus well ive always liked asparagus anyway ive enjoyed several brand pickled asparagus tillen farm brand really really good best recall there excellent flavor big clove garlic bottom jar im looking forward eating cant believe good asparagus taste right front say 60 calorie per jar idea good diet foodbr br gary peterson
